"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_10,3.8
1_67,4.0
1_82,3.6
1_97,3.5
1_121,2.8
1_138,3.2
1_142,3.8
1_148,3.2
1_211,3.7
1_254,2.9
1_322,3.9
1_375,3.2
1_437,3.7
1_468,3.7
1_487,3.3
1_556,3.4
1_562,3.5
1_570,3.6
1_589,3.9
1_614,3.6
1_655,3.4
1_682,3.8
1_709,3.8
1_732,3.5
1_740,2.9
1_803,3.1
1_834,3.2
1_895,3.5
1_912,3.5
1_919,3.9
1_936,3.6
1_947,3.1
1_948,3.6
1_971,3.2
1_980,3.6
1_986,3.6
1_1075,3.4
1_1086,3.3
1_1110,3.6
1_1116,3.0
1_1145,3.6
1_1154,3.8
1_1176,3.4
1_1191,3.8
1_1197,3.9
1_1202,3.3
1_1205,2.9
1_1222,3.2
1_1306,3.5
1_1321,3.6
1_1324,3.7
1_1331,3.8
1_1332,3.7
1_1379,3.4
1_1398,3.6
1_1439,3.6
1_1473,3.4
1_1504,3.5
1_1532,3.5
2_83,3.6
2_305,3.5
2_306,3.4
2_403,3.7
2_475,2.9
2_755,3.3
2_757,3.4
2_776,3.6
2_808,3.2
2_810,3.4
2_1008,3.1
2_1032,3.2
2_1049,3.5
2_1224,3.4
2_1249,3.5
2_1306,3.5
2_1325,3.7
2_1364,3.5
2_1379,3.4
2_1383,3.1
2_1398,3.4
3_103,3.5
3_168,4.0
3_218,3.4
3_395,4.1
3_506,4.3
3_533,3.6
3_732,3.5
3_757,3.6
3_827,3.6
3_856,3.1
3_875,3.7
3_948,3.8
3_1011,4.1
3_1023,4.2
3_1105,3.8
3_1117,4.2
3_1168,4.2
3_1188,3.7
3_1393,4.2
3_1481,3.7
4_275,3.7
4_323,3.3
4_330,3.7
4_528,3.4
4_800,3.7
4_810,3.4
4_912,3.5
4_1175,2.7
4_1256,3.3
4_1257,3.4
5_67,4.1
5_128,4.3
5_203,3.4
5_290,3.8
5_395,4.0
5_538,4.1
5_712,4.3
5_715,4.1
5_716,3.7
5_945,3.5
5_948,3.3
5_962,3.1
5_1023,4.0
5_1067,3.5
5_1364,3.6
5_1540,3.9
6_83,3.3
6_138,3.3
6_276,3.3
6_348,3.7
6_350,3.9
6_372,3.3
6_377,3.3
6_399,3.3
6_402,3.4
6_453,3.1
6_464,3.1
6_487,2.9
6_492,4.0
6_501,3.3
6_506,3.8
6_581,3.1
6_603,3.4
6_705,3.7
6_707,3.6
6_710,3.2
6_779,3.4
6_796,3.5
6_811,3.7
6_828,3.3
6_898,3.2
6_912,3.4
6_936,3.8
6_938,3.1
6_945,3.2
6_947,3.5
6_1031,3.0
6_1074,3.4
6_1080,4.4
6_1134,4.0
6_1360,3.5
6_1390,4.3
6_1392,3.2
6_1399,3.7
6_1417,3.2
6_1435,3.4
6_1453,3.2
6_1460,3.8
6_1475,2.9
6_1499,3.2
6_1504,4.0
6_1515,3.4
6_1539,3.4
7_63,3.1
7_275,3.8
7_333,3.8
7_372,3.6
7_709,3.4
7_1214,3.7
7_1364,3.5
8_3,3.4
8_8,3.8
8_42,4.0
8_69,3.6
8_101,3.7
8_111,4.0
8_113,3.4
8_132,3.4
8_153,3.7
8_167,3.3
8_203,3.3
8_210,3.2
8_252,3.6
8_277,4.2
8_310,3.4
8_330,3.5
8_333,4.1
8_335,3.7
8_449,3.6
8_508,3.2
8_539,3.6
8_548,4.0
8_621,3.3
8_644,3.8
8_653,3.6
8_658,3.8
8_674,3.6
8_691,4.1
8_701,3.4
8_704,4.0
8_732,3.5
8_797,3.6
8_841,3.6
8_847,3.5
8_890,3.4
8_919,4.2
8_926,3.3
8_944,4.0
8_975,4.0
8_983,3.4
8_1013,3.9
8_1038,4.0
8_1048,3.5
8_1056,4.0
8_1080,3.8
8_1096,3.6
8_1103,3.2
8_1113,3.8
8_1116,3.5
8_1117,4.3
8_1168,3.8
8_1188,3.7
8_1210,3.4
8_1303,3.5
8_1311,3.6
8_1325,3.6
8_1337,3.4
8_1356,3.3
8_1379,3.3
8_1389,3.8
8_1398,3.6
8_1446,4.3
8_1469,3.3
8_1484,4.0
8_1540,3.8
9_8,3.7
9_79,3.2
9_145,3.5
9_258,3.3
9_313,3.3
9_355,3.3
9_378,3.6
9_474,3.8
9_513,3.3
9_537,3.4
9_603,3.7
9_648,3.3
9_698,3.2
9_701,3.3
9_747,3.1
9_754,3.4
9_762,3.3
9_790,3.0
9_862,3.7
9_869,3.3
9_1004,3.3
9_1037,2.9
9_1152,3.3
9_1233,3.2
9_1257,3.5
9_1267,3.2
9_1272,3.2
9_1325,3.1
9_1355,3.7
9_1364,3.5
9_1392,3.2
10_68,3.1
10_138,4.0
10_185,3.2
10_659,3.0
10_736,3.2
10_892,3.5
10_898,2.9
10_1273,3.2
10_1355,3.3
10_1364,3.4
11_45,3.4
11_168,4.0
11_306,3.4
11_394,3.6
11_565,3.5
11_755,3.9
11_811,3.7
11_862,3.4
11_866,3.9
11_914,3.8
11_1058,3.9
11_1148,4.0
11_1181,3.7
11_1201,4.3
12_313,3.5
12_340,3.2
12_538,4.0
12_604,3.1
12_650,3.5
12_701,3.5
12_1390,4.1
12_1504,4.1
13_6,3.3
13_37,3.7
13_53,4.1
13_67,4.0
13_116,3.9
13_130,3.7
13_177,3.5
13_181,3.4
13_196,3.5
13_305,3.4
13_370,3.7
13_386,3.7
13_424,3.4
13_446,3.9
13_448,3.8
13_465,4.1
13_506,4.0
13_528,3.2
13_548,3.8
13_639,2.8
13_658,3.6
13_694,3.2
13_705,3.9
13_731,2.8
13_791,3.1
13_793,3.7
13_829,3.9
13_837,4.0
13_848,3.2
13_866,3.9
13_877,3.5
13_904,4.1
13_906,3.8
13_944,3.9
13_1011,4.0
13_1012,3.6
13_1078,3.2
13_1117,3.6
13_1197,4.0
13_1198,3.8
13_1249,3.0
13_1281,3.1
13_1289,4.1
13_1330,3.1
13_1331,3.5
13_1342,3.8
13_1359,3.6
13_1390,4.2
13_1410,4.0
13_1473,3.3
13_1484,3.5
13_1506,3.4
13_1517,3.5
