"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_10,3.6
1_67,4.4
1_82,4.4
1_97,3.8
1_121,3.2
1_138,3.6
1_142,3.0
1_148,3.4
1_211,3.4
1_254,2.8
1_322,4.0
1_375,2.6
1_437,3.2
1_468,3.6
1_487,3.0
1_556,2.6
1_562,3.8
1_570,3.2
1_589,3.8
1_614,3.6
1_655,3.4
1_682,3.0
1_709,3.4
1_732,3.4
1_740,2.6
1_803,3.4
1_834,2.2
1_895,3.6
1_912,4.2
1_919,3.6
1_936,3.4
1_947,3.6
1_948,3.8
1_971,3.6
1_980,3.4
1_986,4.0
1_1075,3.6
1_1086,2.8
1_1110,3.4
1_1116,2.8
1_1145,3.8
1_1154,4.4
1_1176,4.0
1_1191,4.2
1_1197,4.2
1_1202,3.2
1_1205,3.0
1_1222,2.8
1_1306,3.6
1_1321,4.4
1_1324,3.6
1_1331,3.6
1_1332,3.8
1_1379,4.2
1_1398,4.2
1_1439,3.6
1_1473,3.2
1_1504,3.8
1_1532,3.8
2_83,4.2
2_305,3.8
2_306,4.0
2_403,2.8
2_475,2.8
2_755,3.8
2_757,3.6
2_776,3.8
2_808,3.8
2_810,3.4
2_1008,3.8
2_1032,2.6
2_1049,3.8
2_1224,3.8
2_1249,3.8
2_1306,3.0
2_1325,3.8
2_1364,4.0
2_1379,2.8
2_1383,3.4
2_1398,3.6
3_103,3.0
3_168,4.8
3_218,3.6
3_395,4.4
3_506,4.4
3_533,3.6
3_732,3.8
3_757,4.0
3_827,2.8
3_856,2.8
3_875,3.4
3_948,3.0
3_1011,4.4
3_1023,4.6
3_1105,2.8
3_1117,4.6
3_1168,4.2
3_1188,4.4
3_1393,4.6
3_1481,3.4
4_275,3.8
4_323,3.6
4_330,3.0
4_528,2.8
4_800,3.6
4_810,3.2
4_912,4.6
4_1175,2.2
4_1256,3.2
4_1257,3.6
5_67,4.2
5_128,4.2
5_203,2.6
5_290,4.0
5_395,3.8
5_538,4.2
5_712,4.2
5_715,4.2
5_716,4.0
5_945,3.0
5_948,3.6
5_962,2.8
5_1023,3.8
5_1067,4.0
5_1364,3.6
5_1540,4.2
6_83,3.6
6_138,2.4
6_276,3.2
6_348,3.2
6_350,3.8
6_372,3.2
6_377,3.2
6_399,3.6
6_402,3.2
6_453,3.0
6_464,3.0
6_487,2.8
6_492,4.2
6_501,3.0
6_506,3.2
6_581,3.2
6_603,3.2
6_705,4.0
6_707,3.4
6_710,3.2
6_779,3.2
6_796,3.0
6_811,3.8
6_828,3.2
6_898,3.0
6_912,4.0
6_936,3.6
6_938,2.4
6_945,3.2
6_947,3.4
6_1031,3.2
6_1074,3.6
6_1080,3.6
6_1134,3.6
6_1360,3.8
6_1390,3.8
6_1392,3.8
6_1399,3.4
6_1417,3.6
6_1435,3.0
6_1453,3.0
6_1460,3.2
6_1475,2.8
6_1499,3.2
6_1504,3.8
6_1515,3.4
6_1539,3.4
7_63,3.8
7_275,3.2
7_333,3.4
7_372,2.8
7_709,3.4
7_1214,3.0
7_1364,3.0
8_3,3.4
8_8,3.8
8_42,4.2
8_69,3.2
8_101,3.6
8_111,4.0
8_113,3.2
8_132,3.4
8_153,3.4
8_167,4.2
8_203,3.8
8_210,2.8
8_252,3.2
8_277,4.0
8_310,3.4
8_330,3.6
8_333,3.6
8_335,3.2
8_449,3.4
8_508,3.6
8_539,3.4
8_548,4.0
8_621,2.6
8_644,3.0
8_653,3.8
8_658,4.2
8_674,4.0
8_691,4.4
8_701,3.2
8_704,4.0
8_732,3.2
8_797,3.6
8_841,3.2
8_847,2.8
8_890,3.4
8_919,4.0
8_926,3.4
8_944,4.4
8_975,4.2
8_983,2.8
8_1013,4.4
8_1038,3.8
8_1048,4.6
8_1056,3.8
8_1080,4.2
8_1096,3.8
8_1103,2.6
8_1113,3.8
8_1116,3.2
8_1117,4.2
8_1168,4.6
8_1188,4.2
8_1210,3.8
8_1303,3.8
8_1311,3.4
8_1325,3.8
8_1337,3.4
8_1356,2.8
8_1379,3.2
8_1389,3.6
8_1398,3.8
8_1446,4.2
8_1469,2.8
8_1484,3.8
8_1540,4.2
9_8,3.8
9_79,3.0
9_145,2.6
9_258,2.8
9_313,3.0
9_355,3.6
9_378,3.8
9_474,4.4
9_513,4.0
9_537,2.8
9_603,4.0
9_648,3.2
9_698,3.0
9_701,2.8
9_747,3.6
9_754,3.2
9_762,3.2
9_790,3.0
9_862,3.0
9_869,2.4
9_1004,3.2
9_1037,2.6
9_1152,3.2
9_1233,3.0
9_1257,3.4
9_1267,2.4
9_1272,3.2
9_1325,2.6
9_1355,4.2
9_1364,4.2
9_1392,2.8
10_68,2.0
10_138,4.4
10_185,3.2
10_659,2.0
10_736,3.0
10_892,4.2
10_898,3.2
10_1273,3.0
10_1355,4.0
10_1364,3.4
11_45,3.4
11_168,3.4
11_306,3.8
11_394,3.2
11_565,3.4
11_755,3.8
11_811,4.2
11_862,3.4
11_866,4.8
11_914,3.8
11_1058,4.0
11_1148,5.0
11_1181,3.4
11_1201,3.4
12_313,4.0
12_340,3.6
12_538,3.8
12_604,2.6
12_650,2.8
12_701,2.6
12_1390,4.0
12_1504,3.8
13_6,2.6
13_37,3.4
13_53,4.0
13_67,3.2
13_116,4.2
13_130,3.6
13_177,2.8
13_181,3.4
13_196,4.6
13_305,2.6
13_370,3.8
13_386,4.4
13_424,3.2
13_446,4.0
13_448,3.8
13_465,4.6
13_506,4.0
13_528,3.6
13_548,3.6
13_639,3.0
13_658,3.8
13_694,4.0
13_705,4.4
13_731,4.0
13_791,3.6
13_793,4.2
13_829,4.2
13_837,4.2
13_848,3.0
13_866,3.8
13_877,2.8
13_904,4.4
13_906,3.4
13_944,3.8
13_1011,3.8
13_1012,3.4
13_1078,3.6
13_1117,3.2
13_1197,4.6
13_1198,3.8
13_1249,3.4
13_1281,4.4
13_1289,4.2
13_1330,2.8
13_1331,4.2
13_1342,4.0
13_1359,2.8
13_1390,4.6
13_1410,3.4
13_1473,2.4
13_1484,3.2
13_1506,3.6
13_1517,2.6
14_247,4.2
14_510,3.6
14_607,3.0
14_1033,2.8
14_1127,3.4
14_1256,3.8
14_1338,2.4
14_1455,3.2
15_67,4.0
15_92,3.8
15_127,4.0
15_148,3.4
15_197,3.0
15_232,3.6
15_300,3.2
15_335,3.6
15_342,3.4
15_375,4.0
15_377,3.6
15_385,3.8
15_403,3.4
15_444,2.4
15_510,4.0
15_573,3.2
15_575,4.2
15_580,4.6
15_684,4.0
15_717,3.2
15_732,3.6
15_755,3.8
15_811,3.4
15_866,4.6
15_871,2.8
15_895,3.2
15_898,2.0
15_910,3.0
15_945,3.4
15_947,3.4
15_948,3.8
15_1010,3.8
15_1011,4.2
15_1023,4.4
15_1038,4.4
15_1062,3.0
15_1065,4.4
15_1151,3.4
15_1154,3.8
15_1202,2.2
15_1214,4.0
15_1251,3.4
15_1297,3.6
15_1315,3.2
15_1325,3.8
15_1390,4.4
15_1488,2.6
15_1504,4.2
16_34,3.6
16_49,2.6
16_67,4.4
16_79,4.4
16_138,3.6
16_216,3.8
16_235,3.2
16_247,4.4
16_252,4.6
16_277,4.4
16_322,2.8
16_333,4.2
16_341,3.2
16_365,4.2
16_375,3.4
16_395,4.2
16_501,2.8
16_518,4.0
16_522,3.4
16_523,3.0
16_533,3.4
16_543,3.0
16_569,3.8
16_617,4.8
16_640,3.8
16_658,4.0
16_690,3.0
16_760,3.2
16_791,3.2
16_810,2.6
16_829,4.0
16_869,3.4
16_898,3.6
16_912,3.6
16_916,3.8
16_986,4.0
16_1025,3.4
16_1043,3.6
16_1044,4.2
16_1078,3.6
16_1154,3.8
16_1162,3.4
16_1170,2.6
16_1197,4.2
16_1210,3.2
16_1502,3.6
16_1504,3.6
16_1539,4.4
17_2,3.6
17_36,3.6
17_41,2.6
17_50,3.4
17_58,4.2
17_85,3.6
17_116,3.0
17_120,4.0
17_124,3.2
17_144,2.8
17_187,3.0
17_218,3.2
17_222,2.8
17_224,3.6
17_235,3.6
17_242,3.4
17_251,2.4
17_254,2.8
17_256,3.8
17_302,3.0
17_304,2.6
17_329,3.6
17_333,4.4
17_334,3.4
17_348,3.4
17_365,3.6
17_371,3.4
17_378,2.8
17_389,4.2
17_398,3.0
17_402,3.8
17_407,3.0
17_408,2.6
17_425,3.6
17_454,3.6
17_459,3.2
17_477,3.4
17_487,3.4
17_502,3.2
17_506,4.4
17_512,3.6
17_531,2.4
17_533,2.6
17_554,4.0
17_580,4.0
17_591,3.8
17_600,3.2
17_603,3.8
17_624,2.8
17_640,3.0
17_645,4.2
17_650,2.8
17_661,2.6
17_663,4.2
17_664,3.0
17_707,2.4
17_717,4.0
17_742,2.4
17_760,3.2
17_808,3.2
17_821,3.0
17_847,4.6
17_850,3.4
17_898,3.8
17_905,4.0
17_929,4.2
17_942,4.0
17_947,3.4
17_966,4.2
17_980,2.8
17_986,2.8
17_995,3.4
17_998,3.2
17_999,3.2
17_1000,2.6
17_1002,3.4
17_1009,3.6
17_1029,4.8
17_1033,2.8
17_1041,2.8
17_1043,3.2
17_1048,3.4
17_1049,2.0
17_1050,4.0
17_1054,2.4
17_1059,3.4
17_1062,3.0
17_1068,3.2
17_1081,3.6
17_1105,3.8
17_1145,2.4
17_1155,3.8
17_1160,2.2
17_1161,3.6
17_1163,4.0
17_1170,3.4
17_1194,3.2
17_1205,2.8
17_1206,3.4
