"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_10,4.2
1_67,3.8
1_82,4.0
1_97,3.2
1_121,2.6
1_138,2.8
1_142,4.4
1_148,3.0
1_211,4.2
1_254,2.8
1_322,3.8
1_375,2.8
1_437,3.6
1_468,2.6
1_487,3.0
1_556,3.8
1_562,4.8
1_570,3.6
1_589,3.8
1_614,3.6
1_655,3.6
1_682,3.4
1_709,3.0
1_732,3.6
1_740,2.6
1_803,3.0
1_834,2.0
1_895,3.6
1_912,3.4
1_919,3.8
1_936,3.4
1_947,3.4
1_948,3.2
1_971,3.0
1_980,3.0
1_986,4.6
1_1075,4.2
1_1086,3.6
1_1110,3.0
1_1116,3.8
1_1145,2.8
1_1154,3.8
1_1176,3.2
1_1191,3.8
1_1197,3.6
1_1202,4.2
1_1205,3.0
1_1222,3.2
1_1306,3.4
1_1321,3.8
1_1324,3.0
1_1331,3.8
1_1332,3.2
1_1379,3.4
1_1398,3.6
1_1439,3.4
1_1473,3.6
1_1504,2.8
1_1532,2.6
2_83,2.8
2_305,3.6
2_306,3.6
2_403,3.4
2_475,4.4
2_755,3.6
2_757,2.8
2_776,4.4
2_808,3.2
2_810,3.8
2_1008,4.0
2_1032,3.6
2_1049,3.2
2_1224,4.2
2_1249,3.2
2_1306,4.2
2_1325,3.6
2_1364,3.8
2_1379,4.0
2_1383,3.0
2_1398,4.0
3_103,3.6
3_168,4.2
3_218,3.8
3_395,4.2
3_506,3.8
3_533,3.6
3_732,3.2
3_757,2.2
3_827,3.0
3_856,3.6
3_875,3.6
3_948,4.2
3_1011,4.2
3_1023,3.8
3_1105,4.4
3_1117,4.2
3_1168,4.2
3_1188,4.2
3_1393,4.0
3_1481,2.8
4_275,3.2
4_323,3.2
4_330,3.2
4_528,4.2
4_800,3.2
4_810,3.2
4_912,3.0
4_1175,2.6
4_1256,3.4
4_1257,4.0
5_67,3.4
5_128,4.2
5_203,3.6
5_290,3.8
5_395,3.4
5_538,4.2
5_712,4.4
5_715,4.0
5_716,3.8
5_945,4.2
5_948,3.4
5_962,4.0
5_1023,3.8
5_1067,4.8
5_1364,3.4
5_1540,4.0
6_83,3.2
6_138,3.0
6_276,2.4
6_348,3.6
6_350,4.0
6_372,3.2
6_377,3.4
6_399,4.0
6_402,3.6
