"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_10,4.3
1_67,3.7
1_82,5.0
1_97,2.8
1_121,3.7
1_138,3.4
1_142,3.8
1_148,3.7
1_211,3.5
1_254,3.3
1_322,3.9
1_375,2.9
1_437,3.6
1_468,3.1
1_487,3.5
1_556,3.6
1_562,4.0
1_570,3.2
1_589,3.6
1_614,3.6
1_655,2.5
1_682,2.9
1_709,3.4
1_732,4.2
1_740,2.7
1_803,3.0
1_834,2.7
1_895,3.8
1_912,3.9
1_919,4.5
1_936,3.9
1_947,3.5
1_948,2.7
1_971,2.7
1_980,3.4
1_986,4.3
1_1075,3.4
1_1086,4.0
1_1110,3.6
1_1116,2.6
1_1145,3.2
1_1154,3.7
1_1176,3.3
1_1191,3.1
1_1197,3.8
1_1202,3.8
1_1205,3.4
1_1222,1.9
1_1306,3.7
1_1321,3.9
1_1324,3.7
1_1331,3.9
1_1332,3.1
1_1379,3.3
1_1398,3.6
1_1439,3.3
1_1473,3.8
1_1504,3.8
1_1532,3.0
2_83,3.9
2_305,3.9
2_306,3.4
2_403,1.9
2_475,4.4
2_755,4.1
2_757,3.1
2_776,3.9
2_808,3.9
2_810,3.5
2_1008,4.8
2_1032,3.7
2_1049,4.1
2_1224,4.3
2_1249,3.1
2_1306,4.1
2_1325,2.7
2_1364,3.8
2_1379,4.0
2_1383,3.9
2_1398,4.1
3_103,2.6
3_168,3.4
3_218,3.5
3_395,3.4
3_506,4.1
3_533,3.5
3_732,2.7
3_757,2.8
3_827,2.8
3_856,3.7
3_875,4.4
3_948,3.3
3_1011,3.9
3_1023,4.1
3_1105,3.8
3_1117,3.6
3_1168,3.5
3_1188,2.9
3_1393,4.5
3_1481,3.3
4_275,4.4
4_323,4.1
4_330,1.9
4_528,3.7
4_800,4.2
4_810,2.6
4_912,3.3
4_1175,3.0
4_1256,3.6
4_1257,3.9
5_67,4.0
5_128,4.3
5_203,4.3
5_290,4.7
5_395,4.0
5_538,4.6
5_712,3.9
5_715,4.1
5_716,3.8
5_945,3.5
5_948,3.0
5_962,3.7
5_1023,4.2
5_1067,4.3
5_1364,3.7
5_1540,4.1
6_83,3.3
6_138,3.7
6_276,3.3
6_348,3.5
6_350,4.1
6_372,3.0
6_377,3.6
6_399,3.6
6_402,3.9
6_453,2.8
6_464,4.4
6_487,2.5
6_492,3.8
6_501,2.9
6_506,4.1
6_581,3.5
6_603,3.7
6_705,3.7
6_707,3.4
6_710,3.7
6_779,4.1
6_796,3.3
6_811,4.0
6_828,3.2
6_898,2.3
6_912,3.7
6_936,4.0
6_938,2.9
6_945,2.8
6_947,2.9
6_1031,2.7
6_1074,2.4
6_1080,3.9
6_1134,3.3
6_1360,4.5
6_1390,4.1
6_1392,3.6
6_1399,4.3
6_1417,4.3
6_1435,3.7
6_1453,3.4
6_1460,3.3
6_1475,2.8
6_1499,3.2
6_1504,3.7
6_1515,2.0
6_1539,3.4
7_63,3.9
7_275,3.7
7_333,3.4
7_372,2.1
7_709,2.9
7_1214,3.8
7_1364,3.0
8_3,3.3
8_8,2.4
8_42,4.0
8_69,4.6
8_101,2.9
8_111,4.1
8_113,3.2
8_132,3.0
8_153,3.7
8_167,4.8
8_203,2.9
8_210,3.5
8_252,2.5
8_277,4.7
8_310,2.9
8_330,3.0
8_333,4.1
8_335,3.6
8_449,2.7
8_508,3.9
8_539,4.3
8_548,3.9
8_621,4.2
8_644,3.0
8_653,3.3
8_658,4.4
8_674,2.8
8_691,4.3
8_701,3.5
8_704,3.9
8_732,3.2
8_797,3.7
8_841,3.4
8_847,3.3
8_890,3.9
8_919,3.9
8_926,3.2
8_944,4.8
8_975,4.2
8_983,2.1
8_1013,3.7
8_1038,4.0
8_1048,3.5
8_1056,4.5
8_1080,4.3
8_1096,2.7
8_1103,4.1
8_1113,3.8
8_1116,4.0
8_1117,4.1
8_1168,4.8
8_1188,3.1
8_1210,3.6
8_1303,3.9
8_1311,3.5
8_1325,2.8
8_1337,3.5
8_1356,3.8
8_1379,3.2
8_1389,3.7
8_1398,3.6
8_1446,4.1
8_1469,3.7
8_1484,4.3
8_1540,4.1
9_8,3.3
9_79,1.9
9_145,2.2
9_258,1.9
9_313,4.3
9_355,3.5
9_378,3.2
9_474,4.1
9_513,2.4
9_537,3.8
9_603,2.7
9_648,3.2
9_698,3.7
9_701,2.1
9_747,3.1
9_754,3.9
9_762,3.4
9_790,3.1
9_862,3.2
9_869,2.6
9_1004,2.5
9_1037,2.9
9_1152,2.3
9_1233,3.1
9_1257,3.0
9_1267,2.8
9_1272,3.1
9_1325,3.3
9_1355,3.4
9_1364,3.8
9_1392,2.8
10_68,3.0
10_138,3.9
10_185,3.5
10_659,2.5
10_736,2.5
10_892,3.7
10_898,3.8
10_1273,3.9
10_1355,3.2
10_1364,3.3
11_45,3.3
11_168,4.3
11_306,3.9
11_394,2.7
11_565,3.6
11_755,4.2
11_811,3.8
11_862,3.2
11_866,3.7
11_914,4.3
11_1058,4.4
11_1148,4.5
11_1181,4.2
11_1201,3.5
12_313,4.0
12_340,3.1
12_538,4.2
12_604,3.3
12_650,3.2
12_701,3.7
12_1390,3.4
12_1504,4.1
13_6,3.4
13_37,4.3
13_53,4.1
13_67,3.7
13_116,2.2
13_130,3.7
13_177,4.7
13_181,2.5
13_196,4.1
13_305,3.7
13_370,3.7
13_386,3.5
13_424,4.0
13_446,3.9
13_448,2.8
13_465,4.2
13_506,1.8
13_528,3.7
13_548,3.7
13_639,3.5
13_658,2.5
13_694,3.9
13_705,4.6
13_731,4.2
13_791,3.8
13_793,4.3
13_829,3.1
13_837,4.2
13_848,4.5
13_866,4.2
13_877,3.0
13_904,3.8
13_906,2.8
13_944,3.9
13_1011,3.9
13_1012,4.2
13_1078,3.6
13_1117,3.9
13_1197,4.5
13_1198,2.7
13_1249,3.5
13_1281,3.8
13_1289,4.3
13_1330,3.1
13_1331,4.2
13_1342,3.9
13_1359,3.3
13_1390,5.0
13_1410,3.1
13_1473,3.6
13_1484,3.5
13_1506,3.7
13_1517,3.3
14_247,3.9
14_510,2.5
14_607,3.4
14_1033,2.2
14_1127,2.7
14_1256,3.6
14_1338,2.5
14_1455,3.2
15_67,4.2
15_92,3.9
15_127,4.0
15_148,3.1
15_197,2.6
15_232,3.6
15_300,3.1
15_335,3.6
15_342,3.6
15_375,2.6
15_377,3.1
15_385,3.9
15_403,4.1
15_444,4.3
15_510,3.0
15_573,3.2
15_575,4.5
15_580,4.1
15_684,4.0
15_717,4.6
15_732,3.8
15_755,3.4
15_811,3.7
15_866,3.9
15_871,3.9
15_895,3.6
15_898,3.3
15_910,3.2
15_945,3.1
15_947,4.2
15_948,4.1
15_1010,3.4
15_1011,4.8
15_1023,4.0
15_1038,4.7
15_1062,2.7
15_1065,4.6
15_1151,3.3
15_1154,4.5
15_1202,4.3
15_1214,4.0
15_1251,3.8
15_1297,2.4
15_1315,3.4
15_1325,3.9
15_1390,5.0
15_1488,2.6
15_1504,3.8
16_34,3.8
16_49,4.1
16_67,4.1
16_79,4.2
16_138,2.6
16_216,3.9
16_235,2.8
16_247,3.7
16_252,4.6
16_277,3.8
16_322,3.2
16_333,3.1
16_341,3.1
16_365,3.9
16_375,1.9
16_395,3.5
16_501,2.2
16_518,3.5
16_522,4.2
16_523,2.9
16_533,2.7
16_543,2.9
16_569,3.2
16_617,3.9
16_640,3.9
16_658,3.7
16_690,2.9
16_760,3.7
16_791,3.6
16_810,2.7
16_829,4.0
16_869,2.7
16_898,2.9
16_912,3.2
16_916,4.2
16_986,4.3
16_1025,3.3
16_1043,4.4
16_1044,3.1
16_1078,3.3
16_1154,3.2
16_1162,1.9
16_1170,4.1
16_1197,4.1
16_1210,1.7
16_1502,2.8
16_1504,3.5
16_1539,4.0
17_2,4.1
17_36,2.9
17_41,3.3
17_50,3.0
17_58,2.9
17_85,3.7
17_116,2.3
17_120,3.9
17_124,3.8
17_144,3.3
17_187,3.3
17_218,3.1
17_222,3.9
17_224,2.7
17_235,2.5
17_242,3.0
17_251,3.9
17_254,3.4
17_256,3.1
17_302,3.6
17_304,2.8
17_329,2.5
17_333,4.1
17_334,3.7
17_348,4.1
17_365,3.7
17_371,3.5
17_378,3.7
17_389,3.2
17_398,3.7
17_402,3.4
17_407,3.6
17_408,4.0
17_425,3.8
17_454,3.3
17_459,3.8
17_477,3.5
17_487,3.2
17_502,3.0
17_506,4.2
17_512,3.6
17_531,2.9
17_533,3.4
17_554,4.1
17_580,3.9
17_591,3.5
17_600,3.0
17_603,3.3
17_624,3.3
17_640,3.3
17_645,4.7
17_650,3.3
17_661,2.8
17_663,3.7
17_664,4.0
17_707,3.5
17_717,3.5
17_742,2.5
17_760,3.4
17_808,3.3
17_821,3.3
17_847,3.7
17_850,3.2
17_898,3.3
17_905,3.8
17_929,3.5
17_942,4.0
17_947,3.5
17_966,4.1
17_980,3.7
17_986,3.8
17_995,3.4
17_998,2.8
17_999,3.3
17_1000,3.3
17_1002,4.1
17_1009,3.1
17_1029,4.1
17_1033,3.1
17_1041,3.5
17_1043,4.1
17_1048,4.2
17_1049,4.2
17_1050,4.1
17_1054,3.3
17_1059,3.1
17_1062,3.7
17_1068,4.0
17_1081,3.6
17_1105,3.7
17_1145,3.7
17_1155,3.5
17_1160,4.6
17_1161,2.9
17_1163,4.0
17_1170,3.9
17_1194,3.3
17_1205,3.4
17_1206,2.8
17_1284,3.6
17_1289,3.7
17_1315,3.8
17_1321,2.3
17_1328,3.5
17_1338,2.9
17_1346,3.7
17_1360,2.5
17_1383,2.8
17_1386,3.6
17_1389,4.1
17_1391,3.1
17_1397,2.2
17_1398,3.2
17_1415,2.2
17_1427,2.4
17_1439,4.0
17_1444,3.9
17_1468,3.4
17_1473,3.6
17_1480,3.7
17_1499,3.0
17_1504,4.0
17_1521,3.5
17_1525,3.4
17_1531,3.2
17_1532,2.5
17_1535,3.3
18_141,1.8
18_413,3.5
18_604,3.3
18_701,4.0
18_804,3.1
18_839,3.5
18_1364,2.6
18_1520,3.9
19_42,4.6
19_51,3.4
19_99,3.5
19_128,3.9
19_130,2.4
19_157,3.3
19_162,3.7
19_290,4.4
19_299,3.8
19_335,3.6
19_350,3.7
19_403,4.0
19_453,4.9
19_519,3.5
19_543,3.9
19_565,4.1
19_568,3.5
19_579,4.6
19_640,3.0
19_644,3.5
19_646,3.9
19_657,3.8
19_668,2.5
19_675,3.2
19_705,3.3
19_722,4.0
19_776,3.0
19_798,3.9
19_823,3.6
19_829,3.8
19_904,4.3
19_919,3.3
19_937,3.7
19_948,3.5
19_951,3.3
19_955,3.5
19_966,4.5
19_992,2.4
19_1010,3.1
19_1044,3.2
19_1072,3.3
19_1096,2.8
19_1134,2.7
19_1181,3.8
19_1197,3.6
19_1231,3.2
19_1269,4.1
19_1356,3.2
19_1398,3.7
19_1409,3.2
19_1446,4.2
19_1504,3.5
20_50,3.6
20_52,4.3
20_67,3.4
20_81,4.6
20_91,3.1
20_144,2.7
20_146,4.4
20_153,4.2
20_159,3.0
20_161,4.1
20_179,3.4
20_235,3.2
20_238,2.9
20_263,3.7
20_265,3.6
20_276,3.4
20_328,3.0
20_379,3.4
20_385,2.9
20_386,4.1
20_448,4.1
20_486,2.3
20_519,4.2
20_537,2.2
20_563,1.3
20_565,3.1
20_582,4.1
20_589,3.9
20_593,3.5
20_629,3.5
20_640,3.3
20_705,4.1
20_709,3.8
20_755,3.8
20_792,3.3
20_801,3.2
20_821,3.7
20_829,4.3
20_847,3.7
20_861,3.3
20_898,3.2
20_907,3.3
20_910,3.4
20_916,3.7
20_919,3.0
20_933,3.5
20_936,3.5
20_937,3.9
20_948,3.5
20_971,3.7
20_986,2.7
20_1000,3.7
20_1062,4.8
20_1085,3.5
20_1100,3.2
20_1116,3.8
20_1117,4.4
20_1152,3.8
20_1159,3.5
20_1180,3.7
20_1181,4.1
20_1184,3.1
20_1188,4.2
20_1204,3.1
20_1209,3.7
20_1215,4.1
20_1272,2.8
20_1280,4.0
20_1295,3.1
20_1315,3.6
20_1331,4.4
20_1335,3.0
20_1345,4.1
20_1347,3.9
20_1390,4.8
20_1411,2.1
20_1429,2.1
20_1435,4.3
20_1469,3.8
20_1481,2.9
20_1504,3.5
20_1512,3.9
20_1521,3.4
21_128,3.7
21_197,3.7
21_256,2.9
21_277,4.5
21_310,4.1
21_405,4.2
21_572,3.6
21_585,3.9
21_601,3.7
21_603,2.1
21_645,3.8
21_796,3.4
21_1011,4.3
21_1154,3.5
21_1294,4.6
21_1296,4.1
21_1460,4.5
22_50,3.6
22_144,2.8
22_247,4.0
22_365,3.4
22_575,3.1
22_655,1.5
22_791,3.7
22_800,3.7
22_933,2.7
22_952,3.7
22_1330,2.1
22_1338,3.2
22_1390,4.0
22_1504,3.7
23_38,3.2
23_110,3.9
23_129,3.7
23_131,4.1
23_134,3.9
23_163,3.2
23_165,4.1
23_171,2.8
23_225,2.9
23_262,2.6
23_275,4.0
23_340,2.5
23_372,3.4
23_378,3.2
23_413,3.4
23_467,3.6
23_475,3.9
23_479,3.5
23_527,2.9
23_557,2.7
23_562,3.8
23_566,4.0
23_590,3.9
23_593,3.2
23_604,2.5
23_605,3.3
23_608,3.7
23_615,4.2
23_630,2.7
23_643,3.5
23_678,3.3
23_683,3.7
23_709,3.8
23_724,3.9
23_763,3.4
23_788,3.6
23_792,3.4
23_794,3.3
23_830,3.4
23_834,3.7
23_842,3.3
23_928,3.9
23_957,3.9
23_1000,3.7
23_1008,4.0
23_1016,3.9
23_1024,3.5
23_1035,3.3
23_1043,3.6
23_1059,3.9
23_1078,4.1
23_1210,3.1
23_1219,3.5
23_1253,4.0
23_1257,3.6
23_1258,3.7
23_1267,3.6
23_1273,2.6
23_1309,3.4
23_1390,4.7
23_1392,3.5
23_1397,3.0
23_1428,2.6
23_1449,3.5
23_1459,4.5
23_1485,3.5
23_1515,3.7
23_1528,3.6
24_260,3.5
24_275,3.6
24_590,2.9
24_709,2.5
24_747,2.7
24_839,4.7
24_1399,2.7
25_51,4.1
25_81,4.1
25_92,3.7
25_138,4.3
25_184,3.1
25_198,4.4
25_209,4.3
25_232,4.1
25_293,3.1
25_298,3.0
25_322,3.3
25_350,3.9
25_376,4.0
25_377,3.9
25_379,4.0
25_453,4.7
25_477,3.6
25_487,3.1
25_512,4.5
25_516,3.0
25_522,3.5
25_573,3.5
25_600,3.3
25_602,3.0
25_640,3.1
25_653,2.7
25_673,3.5
25_688,3.1
25_712,3.6
25_726,3.6
25_759,3.5
25_777,2.3
25_796,4.6
25_811,2.7
25_870,4.0
25_912,4.4
25_914,4.0
25_916,2.8
25_1027,2.6
25_1044,3.7
25_1048,3.6
25_1080,3.6
25_1082,3.5
25_1083,3.9
25_1106,4.2
25_1191,4.2
25_1197,3.6
25_1210,3.9
25_1226,2.9
25_1227,3.5
25_1258,4.0
25_1270,3.6
25_1303,4.3
25_1345,2.2
25_1346,4.2
25_1373,3.5
25_1379,3.0
25_1398,2.5
25_1460,4.1
25_1481,2.9
25_1504,3.7
25_1524,3.6
25_1526,3.5
