"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_10,3.2
1_67,4.1
1_82,3.3
1_97,3.2
1_121,3.3
1_138,3.6
1_142,3.9
1_148,3.4
1_211,3.5
1_254,3.1
1_322,3.6
1_375,3.5
1_437,3.6
1_468,3.6
1_487,3.4
1_556,3.1
1_562,3.5
1_570,3.3
1_589,3.6
1_614,3.6
1_655,3.2
1_682,3.2
1_709,3.2
1_732,3.3
1_740,3.2
1_803,3.2
1_834,3.1
1_895,3.0
1_912,3.7
1_919,3.7
1_936,3.3
1_947,3.6
1_948,3.4
1_971,3.0
1_980,3.5
1_986,3.3
1_1075,3.2
1_1086,3.2
1_1110,3.0
1_1116,2.9
1_1145,3.4
1_1154,3.3
1_1176,3.7
1_1191,3.1
1_1197,3.9
1_1202,3.1
1_1205,3.4
1_1222,3.0
1_1306,3.4
1_1321,3.1
1_1324,3.5
1_1331,3.9
1_1332,3.2
1_1379,3.5
1_1398,3.7
1_1439,3.3
1_1473,3.3
1_1504,3.8
1_1532,3.4
2_83,3.4
2_305,3.3
2_306,3.4
2_403,3.3
2_475,3.6
2_755,3.6
2_757,3.5
2_776,3.2
2_808,3.4
2_810,3.3
2_1008,3.4
2_1032,3.5
2_1049,3.2
2_1224,3.3
2_1249,3.5
2_1306,3.3
2_1325,3.2
2_1364,3.4
2_1379,3.4
2_1383,3.3
2_1398,3.7
3_103,3.5
3_168,3.9
3_218,3.2
3_395,3.9
3_506,3.8
3_533,2.9
3_732,3.5
3_757,3.7
3_827,3.4
3_856,2.9
3_875,3.6
3_948,3.4
3_1011,3.6
3_1023,4.3
3_1105,3.6
3_1117,4.3
3_1168,3.9
3_1188,3.3
3_1393,4.0
3_1481,3.4
4_275,3.2
4_323,3.0
4_330,3.2
4_528,3.5
4_800,3.4
4_810,3.2
4_912,3.0
4_1175,3.0
4_1256,3.7
4_1257,3.5
5_67,4.1
5_128,4.1
5_203,3.6
5_290,3.8
5_395,3.9
5_538,3.9
5_712,4.2
5_715,4.1
5_716,3.6
5_945,4.1
5_948,3.4
5_962,4.3
5_1023,4.1
5_1067,3.9
5_1364,3.7
5_1540,3.4
6_83,3.6
6_138,3.7
6_276,3.4
6_348,3.5
6_350,3.7
6_372,3.7
6_377,3.1
6_399,3.4
6_402,3.5
6_453,3.6
6_464,3.4
6_487,3.4
6_492,3.7
6_501,3.3
6_506,3.5
6_581,3.2
6_603,3.5
6_705,3.4
6_707,3.7
6_710,3.4
6_779,3.3
6_796,3.5
6_811,3.7
