3.186800799691613229e+00,3.247059122172779144e+00,3.061438251383560960e+00,2.987364177309487001e+00,3.340903088078050143e+00,3.166386885262719719e+00,3.179968453712328280e+00,3.155294426245204953e+00,3.072123164667658557e+00,3.110784699473172932e+00,3.179185876436775082e+00,3.078992037493149869e+00,3.202557947276354344e+00,3.159079686406788934e+00,3.159079686406788934e+00,3.221849180350292663e+00,3.159079686406788934e+00,3.146353311494245908e+00,3.221849180350292663e+00,3.159079686406788934e+00,3.257219672152551926e+00
3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.290916022003231856e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.243296974384184406e+00,3.195677926765136512e+00,3.290916022003231856e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.305461823103393648e+00,3.290916022003231856e+00
3.736078903003678509e+00,3.640107595005015906e+00,3.580091041927321083e+00,3.795943692762425936e+00,3.767128443826774920e+00,3.742711612613493610e+00,3.887783349619629014e+00,3.795098628754598025e+00,3.731016685914106734e+00,3.636078903003678420e+00,3.618552580388859852e+00,3.776471231368652592e+00,3.718207956671921721e+00,3.699233351743928200e+00,3.765827004290969171e+00,3.575350813814778483e+00,3.704118354505517630e+00,3.742711612613493610e+00,3.704118354505517630e+00,3.568798569135232857e+00,3.704118354505517630e+00
3.057331762700861155e+00,3.009712715081813705e+00,3.110198350835904346e+00,3.110198350835904346e+00,3.095824652900786234e+00,3.110198350835904346e+00,2.965389870292090446e+00,3.110198350835904346e+00,3.110198350835904346e+00,3.104950810319908605e+00,3.009712715081813705e+00,3.110198350835904346e+00,3.110198350835904346e+00,3.110198350835904346e+00,3.152569857938956055e+00,3.110198350835904346e+00,3.110198350835904346e+00,3.104950810319908605e+00,3.110198350835904346e+00,3.104950810319908605e+00,3.110198350835904346e+00
3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.389412497849652706e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00,3.458883122742135274e+00
3.847162899372067457e+00,3.739914575095776961e+00,3.907328310273867622e+00,3.803495156335515048e+00,3.755764287846381944e+00,3.833231637018781779e+00,3.621147405375588324e+00,3.770744349058100742e+00,3.804254972930192213e+00,3.826840937592093095e+00,3.833254236199793219e+00,3.795357471699746466e+00,3.604077682391434223e+00,3.833231637018781779e+00,3.795357471699746466e+00,3.774893218869721068e+00,3.774893218869721068e+00,3.785612589399734329e+00,3.774893218869721068e+00,3.795357471699746466e+00,3.833231637018781779e+00
3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.096751369672249954e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.096751369672249954e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.201588938155862429e+00,3.096751369672249954e+00,3.201588938155862429e+00
3.664539597793716741e+00,3.489794223017344876e+00,3.594386130391622469e+00,3.664048735746113117e+00,3.655818030524295104e+00,3.511052797058288988e+00,3.259473826049962053e+00,3.533272483886910287e+00,3.466603051336315300e+00,3.533272483886910287e+00,3.648421233154496957e+00,3.602966687699951542e+00,3.602966687699951542e+00,3.563263356469946963e+00,3.584060339495187542e+00,3.584060339495187542e+00,3.536441291876139648e+00,3.557512142245406128e+00,3.631679387114234991e+00,3.576750744756475253e+00,3.563263356469946963e+00
3.799736799379678232e+00,3.871726271354865467e+00,3.783048199327984751e+00,3.811913841935504088e+00,3.936947336682046661e+00,3.808779853812346960e+00,3.963428993450655469e+00,3.785970923581780667e+00,3.899688944721438233e+00,3.859771892795721193e+00,3.742612742281129723e+00,3.847293180184363504e+00,3.899688944721438233e+00,3.839657839193582056e+00,3.763325308357801546e+00,3.899688944721438233e+00,3.839657839193582056e+00,3.958384716685229066e+00,3.839657839193582056e+00,3.824714865994651714e+00,3.839657839193582056e+00
3.127812824888545506e+00,3.031094060120884226e+00,3.031094060120884226e+00,3.122003151029975054e+00,3.099409974913313270e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.223050920126640850e+00,3.134203466132972515e+00,3.076548605575429640e+00,3.127812824888545506e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.134203466132972515e+00,3.127812824888545506e+00,3.134203466132972515e+00,3.031094060120884226e+00,3.127812824888545506e+00
3.197632621912696926e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.216454776380572866e+00,3.110676100173566550e+00,3.227277515199601599e+00,3.154154361043131960e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.206615922908728766e+00,3.241110882782262337e+00,3.216454776380572866e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.227277515199601599e+00,3.206615922908728766e+00,3.227277515199601599e+00
