-1.432392024795857977e-01,-1.435208702095101263e-01,-2.687797760665949776e-01,-1.863536255808705411e-01,-1.881488664960997981e-01,-1.566536927565586323e-01,-2.726807345484187350e-01,-1.621663651236049941e-01,-1.454732946713986341e-01,-1.667552773971206492e-01,-2.261929596362510508e-01,-1.950276697983557295e-01,-1.533782461642803630e-01,-1.520810738850194854e-01,-1.567337036638751235e-01,-1.443054704795388721e-01,-1.282369896838922441e-01,-1.863093840293502668e-01
3.299135783445696357e-01,3.323426918968551691e-01,3.441689231249074332e-01,3.551665021820604173e-01,3.336021414977113908e-01,3.181997683397056464e-01,1.497917741668931269e-01,3.434453775461582814e-01,1.698563569010561325e-01,2.319077075086674600e-01,3.264382792377910625e-01,3.226829341550513930e-01,3.048085482653172806e-01,3.367179654425373481e-01,3.371673764800081630e-01,3.315580916268264233e-01,3.519736142695149006e-01,3.433059818288188292e-01
1.020137285295520668e-01,1.236772024926685865e-01,-7.084577262848552881e-02,8.300894928581033227e-02,8.287316003003274145e-02,9.706262360672089640e-02,2.049136412778591876e-02,1.025378246499081686e-01,-5.468214837614632229e-02,-8.786889300663022762e-02,-5.683038476957016222e-02,-6.852223778881771921e-02,1.278890906071624145e-01,9.687333771635528445e-02,7.294633152026605560e-02,1.272216065516441619e-01,1.163239978812013464e-01,7.114842893256871637e-02
1.084447065748778555e-01,9.651595576929901388e-02,1.314302100853743382e-01,1.424277891425273501e-01,1.002285078232576926e-01,8.165153149064878491e-02,-6.294693887263992649e-02,1.089263614763221477e-01,-4.288235613847693473e-02,1.620261373262772420e-01,1.216360741347658897e-01,1.337537449250421617e-01,9.603808919403816757e-02,1.195574836955212578e-01,1.085556475674592514e-01,1.087183684862832456e-01,9.637775837283897584e-02,3.532917355119048752e-02
4.089024236221284747e-01,4.319664578093346252e-01,4.755387207834186336e-01,4.389172522215239458e-01,4.432032316732293920e-01,3.781409945696453945e-01,2.335425242063567108e-01,4.259064450459392748e-01,4.440832974167101543e-01,4.108965527862262213e-01,4.419350610232863352e-01,3.826241603849911410e-01,4.401465998920823797e-01,4.255707562983274128e-01,4.288546344559796553e-01,4.371342384916867552e-01,4.226291262137403804e-01,2.365805413920918920e-01
-2.189977101992895692e-01,-2.316479617263691448e-01,-2.118852225618089724e-01,-2.068400244570369195e-01,-2.011935007876444470e-01,-2.199972344898678822e-01,-3.645957048531565659e-01,-2.033566977471834014e-01,-2.016739792618507665e-01,-3.777178667494774933e-01,-2.157269775600364758e-01,-2.059902591507125902e-01,-2.214836926594943578e-01,-2.014790373870362084e-01,-2.132396385595775323e-01,-2.185436731075090233e-01,-1.933662457029157733e-01,-3.615576876674214124e-01
-2.054745873321345631e-02,-8.251743815144947647e-02,8.673872441682130979e-03,-2.794759612021249090e-02,-8.998814728075196778e-02,-1.839619490101862820e-01,-1.857032765163321442e-01,1.539080305340916055e-02,-1.656386937821691385e-01,-1.988254384126530439e-01,-1.677869301755929854e-01,1.099740728134993364e-02,5.027783296377695034e-03,-9.548060297377298708e-03,-8.562926150480439091e-02,-8.472106448689105049e-03,-2.637857927085323489e-02,-1.826652593305969630e-01
1.652136879960955929e-01,1.560457817880960552e-01,1.536698409192393533e-01,1.629965762002854313e-01,1.599129411395191769e-01,1.688869852150735318e-01,-1.063212006885010628e-02,1.646377836767153879e-01,1.681626213954716120e-01,1.939327928647609500e-01,1.773522534827734198e-01,1.622590399193081512e-01,1.927973524422724183e-01,1.512373818643904522e-01,1.740979795987623036e-01,1.859249621818479525e-01,1.725021009861526233e-01,1.431995479105358515e-01
-4.844140873092382948e-01,-4.676157172824331743e-01,-5.669005971654920151e-01,-4.844744466797675786e-01,-4.827895076442286215e-01,-5.214411805221222940e-01,-6.184206032663633890e-01,-4.694098570299554685e-01,-4.396258618020417175e-01,-4.886856223055414672e-01,-5.528852093065766971e-01,-5.169580147067766029e-01,-4.911816069457171086e-01,-4.561542759362974264e-01,-4.880435579518054290e-01,-5.085005681790283338e-01,-4.531435250685036387e-01,-6.153825860806282355e-01
5.897010834751530844e-02,5.822461872519765075e-02,5.417783408023401498e-02,6.517541313738701991e-02,2.372618461038316640e-01,5.201820310455607804e-02,5.027687559841022280e-02,2.303958984788090913e-01,7.034145833257321456e-02,3.715471370208930230e-02,6.819322193914938157e-02,5.650136891990181764e-02,2.410079354111200889e-01,2.581781235633967553e-01,1.979699382289855925e-01,1.526781136932641447e-01,1.381730014153176866e-01,5.331489278414539706e-02
